state_body,program_code,program_name,program_goal,program_result_desc,subprogram_code,subprogram_name,subprogram_desc,subprogram_type,state_body_total,program_total,subprogram_total
ՀՀ  արդարադատության նախարարություն,1120,Քրեակատարողական ծառայություններ,Դատապարտյալների պատժի կատարման և ուղղման համար անհրաժեշտ պայմանների ապահովում,Դատապարտյալների զբաղվածության և իրավունքների պաշտպանություն,11004,Դեղորայքով ապահովում կալանավայրերում պահվող ազատազրկվածներին,Կենտրոնացված կարգով դեղորայքի ձեռք բերում ամբուլատոր¬պոլիկլինիկական և հոսպիտալային բուժօգնություն ստացողներին տրամադրելու նպատակով,Ծառայությունների մատուցում,16916251.0,10254899.2,150000.0
ՀՀ  արդարադատության նախարարություն,1120,Քրեակատարողական ծառայություններ,Դատապարտյալների պատժի կատարման և ուղղման համար անհրաժեշտ պայմանների ապահովում,Դատապարտյալների զբաղվածության և իրավունքների պաշտպանություն,11005,Իրավախախտում կատարած անձանց գեղագիտական դաստիարակության և կրթական ծրագրերի իրականացում,Քրեակատարողական հիմնարկներում գտնվող իրավախախտում կատարած անձանց գեղագիտական դաստիարակության և կրթության ծրագրերի իրականացում,Ծառայությունների մատուցում,16916251.0,10254899.2,36927.4
ՀՀ  արդարադատության նախարարություն,1120,Քրեակատարողական ծառայություններ,Դատապարտյալների պատժի կատարման և ուղղման համար անհրաժեշտ պայմանների ապահովում,Դատապարտյալների զբաղվածության և իրավունքների պաշտպանություն,31001,ՀՀ արդարադատության նախարարության պրոբացիայի ծառայության կարողությունների զարգացում և տեխնիկական հագեցվածության ապահովում,ՀՀ արդարադատության նախարարության  պրոբացիայի ծառայության աշխատանքային պայմանների բարելավման համար վարչական սարքավորումների ձեռք բերում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,16916251.0,10254899.2,4532.0
ՀՀ  արդարադատության նախարարություն,1123,Իրավական իրազեկում և տեղեկատվության ապահովում,Հանրության իրազեկվածության ապահովում,Իրավական տեղեկատվության մատչելիության և հանրության իրազեկվածության մակարդակի աճ,11001,"Հրատարակչական, տեղեկատվական և տպագրական ծառայություններ","ՀՀ-ում ընդունված և ստորագրված իրավական ակտերի պաշտոնական հրատարակման, պետական վկայականների և ձևաթղթերի տպագրման ծառայություններ",Ծառայությունների մատուցում,16916251.0,666487.5,405599.5
ՀՀ  արդարադատության նախարարություն,1123,Իրավական իրազեկում և տեղեկատվության ապահովում,Հանրության իրազեկվածության ապահովում,Իրավական տեղեկատվության մատչելիության և հանրության իրազեկվածության մակարդակի աճ,11002,Թարգմանչական ծառայություններ,"ՀՀ, ԵՏՄ, ԵՄ իրավական ակտերի՝ միջազգային պայմանագրերի, միջազգային համագործակցությանն առնչվող փաստաթղթերի՝ դատական ակտերի, ՄԻԵԴ վճիռների և հարակից փաստաթղթերի՝ պաշտոնական թարգմանությունների կատարում ու ժամանակին ներկայացում շահառու մարմիններին",Ծառայությունների մատուցում,16916251.0,666487.5,260888.0
ՀՀ  արդարադատության նախարարություն,1149,Արդարադատության համակարգի աշխատակիցների վերապատրաստում և հատուկ ուսուցում,Արդարադատության համակարգի աշխատակիցների աշխատանքի  արդյունավետության բարելավում,Արդարադատության համակարգի աշխատակիցների մասնագիտական գիտելիքների և կարողությունների բարելավում,11001,Հատուկ ծառայողների վերապատրաստում և հատուկ ուսուցում,Հատուկ ծառայողների վերապատրաստում և հատուկ ուսուցման կազմակերպում,Ծառայությունների մատուցում,16916251.0,594098.6,313464.6
ՀՀ  արդարադատության նախարարություն,1149,Արդարադատության համակարգի աշխատակիցների վերապատրաստում և հատուկ ուսուցում,Արդարադատության համակարգի աշխատակիցների աշխատանքի  արդյունավետության բարելավում,Արդարադատության համակարգի աշխատակիցների մասնագիտական գիտելիքների և կարողությունների բարելավում,11002,"Դատավորների, դատախազների, դատավորների ու դատախազների  թեկնածուների ցուցակում գտնվող անձանց, դատական ծառայողների, դատախազության աշխատակազմում ծառայողների, դատական կարգադրիչների վերապատրաստման և հատուկ ուսուցման ծառայություններ","Դատավորների, դատախազների, դատավորների ու դատախազների թեկնածուների ցուցակում գտնվող անձանց, դատական ծառայողների, դատախազության աշխատակազմում ծառայողների և դատական կարգադրիչների վերապատրաստման և հատուկ ուսուցման կազմակերպում",Ծառայությունների մատուցում,16916251.0,594098.6,230965.0
ՀՀ  արդարադատության նախարարություն,1149,Արդարադատության համակարգի աշխատակիցների վերապատրաստում և հատուկ ուսուցում,Արդարադատության համակարգի աշխատակիցների աշխատանքի  արդյունավետության բարելավում,Արդարադատության համակարգի աշխատակիցների մասնագիտական գիտելիքների և կարողությունների բարելավում,11003,Հանրապետական գործադիր մարմիններում հակակոռուպցիոն ծրագրերի իրականացման պատասխանատուների վերապատրաստում,Հանրապետական գործադիր մարմիններում հակակոռուպցիոն ծրագրերի իրականացման պատասխանատուների վերապատրաստում,Ծառայությունների մատուցում,16916251.0,594098.6,5223.0
ՀՀ  արդարադատության նախարարություն,1149,Արդարադատության համակարգի աշխատակիցների վերապատրաստում և հատուկ ուսուցում,Արդարադատության համակարգի աշխատակիցների աշխատանքի  արդյունավետության բարելավում,Արդարադատության համակարգի աշխատակիցների մասնագիտական գիտելիքների և կարողությունների բարելավում,12001,Մասնագիտական վերապատրաստում անցնող ունկնդիրներին կրթաթոշակի տրամադրում,Դատավորների և դատախազների թեկնածությունների ցուցակում  ընդգրկվելու նպատակով անձանց վերապատրաստման  կրթաթոշակի տրամադրում,Տրանսֆերտների տրամադրում,16916251.0,594098.6,44446.0
ՀՀ  արդարադատության նախարարություն,1182,Հարկադիր կատարման ծառայություններ,Հարկադիր կատարման ենթակա ակտերի կատարման ապահովում,Հարկադիր կատարման ենթակա ակտերի կատարողական ընթացակարգերի զարգացում և  կատարման ապահովում,11001,Հարկադիր կատարման ենթակա ակտերի կատարումն ապահովող ծառայություններ,"Դատական ակտերի, կատարողական թերթերի, կատարողական մակագրության թերթերի և անբողոքարկելի վարչական ակտերի պահանջների կատարման ապահովում:",Ծառայությունների մատուցում,16916251.0,1387756.7,1387756.7
ՀՀ  արդարադատության նախարարություն,9003,Աջակցություն արդարադատության ոլորտում իրականացվող ծրագրերին,Աջակցել արդարադատության ոլորտի ծրագրերի իրականացմանը,Արդարադատության ոլորտում իրականացվող ծրագրերի արդյունավետության բարձրացում,11001,Ներկայացուցչականության ապահովում և խրախուսում,Ներկայացուցչական ծառայությունների ձեռքբերում՝ նախարարության աշխատակիցների պարգևատրում,Ծառայությունների մատուցում,16916251.0,1755848.0,325546.3
ՀՀ  արդարադատության նախարարություն,9003,Աջակցություն արդարադատության ոլորտում իրականացվող ծրագրերին,Աջակցել արդարադատության ոլորտի ծրագրերի իրականացմանը,Արդարադատության ոլորտում իրականացվող ծրագրերի արդյունավետության բարձրացում,11002,Աջակցություն հարկադիր կատարման ենթակա ակտերի կատարման ապահովմանը,Հարկադիր կատարման ենթակա ակտերի կատարմանը ուղղված ծառայությունների ձեռքբերում՝ աշխատակիցների խրախուսում,Ծառայությունների մատուցում,16916251.0,1755848.0,1388838.0
ՀՀ  արդարադատության նախարարություն,9003,Աջակցություն արդարադատության ոլորտում իրականացվող ծրագրերին,Աջակցել արդարադատության ոլորտի ծրագրերի իրականացմանը,Արդարադատության ոլորտում իրականացվող ծրագրերի արդյունավետության բարձրացում,31001,Հարկադիր կատարման ծառայության տեխնիկական հագեցվածության բարելավում,Համակարգչային տեխնիկայի և գրասենյակային գույքի ձեռք բերում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,16916251.0,1755848.0,30010.0
ՀՀ  արդարադատության նախարարություն,9003,Աջակցություն արդարադատության ոլորտում իրականացվող ծրագրերին,Աջակցել արդարադատության ոլորտի ծրագրերի իրականացմանը,Արդարադատության ոլորտում իրականացվող ծրագրերի արդյունավետության բարձրացում,31003,Արդարադատության նախարարության տեխնիկական հագեցվածության ապահովում,Արդարադատության նախարարության կարողությունների զարգացում և տեխնիկական հագեցվածության ապահովում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,16916251.0,1755848.0,11453.7
ՀՀ տնտեսական զարգացման և ներդրումների նախարարություն,1058,Տնտեսական զարգացման և ներդրումների ոլորտում պետական քաղաքականության մշակում՝ ծրագրերի համակարգում և մոնիտորինգ,Տնտեսական զարգացման և ներդրումների ոլորտում պետական արդյունավետ քաղաքականության մշակման և իրականացման ապահովում,Տնտեսական զարգացման և ներդրումների ոլորտում իրականացվող ծրագրերի ազդեցության և արդյունավետության բարելավում,11001,Տնտեսական զարգացման և ներդրումների ոլորտում պետական քաղաքականության մշակում՝ ծրագրերի համակարգում և մոնիտորինգ,Քաղաքականության մշակման և դրա կատարման համակարգման՝ պետական ծրագրերի պլանավորման՝ մշակման՝ իրականացման և մոնիտորինգի (վերահսկման) ծառայություններ,Ծառայությունների մատուցում,10403510.2,1090033.4,830798.9
ՀՀ տնտեսական զարգացման և ներդրումների նախարարություն,1058,Տնտեսական զարգացման և ներդրումների ոլորտում պետական քաղաքականության մշակում՝ ծրագրերի համակարգում և մոնիտորինգ,Տնտեսական զարգացման և ներդրումների ոլորտում պետական արդյունավետ քաղաքականության մշակման և իրականացման ապահովում,Տնտեսական զարգացման և ներդրումների ոլորտում իրականացվող ծրագրերի ազդեցության և արդյունավետության բարելավում,11002,ԱՀԿ-ում և oտարերկրյա պետություններում ՀՀ առևտրային ներկայացուցիչների նպատակների և խնդիրների իրագործում,ԱՀԿ-ում ՀՀ տնտեսական շահերի ներկայացում և պաշտպանություն՝ ՀՀ առևտրատնտեսական քաղաքականության զարգացմանը՝ արտահանումների խթանմանը և ներդրումների ներգրավմանն ուղղված գործունեություն արտերկրում,Ծառայությունների մատուցում,10403510.2,1090033.4,231874.5
ՀՀ տնտեսական զարգացման և ներդրումների նախարարություն,1058,Տնտեսական զարգացման և ներդրումների ոլորտում պետական քաղաքականության մշակում՝ ծրագրերի համակարգում և մոնիտորինգ,Տնտեսական զարգացման և ներդրումների ոլորտում պետական արդյունավետ քաղաքականության մշակման և իրականացման ապահովում,Տնտեսական զարգացման և ներդրումների ոլորտում իրականացվող ծրագրերի ազդեցության և արդյունավետության բարելավում,11003,Տնտեսական հետազոտություններ և վերլուծություններ,Ոլորտային՝ թեմատիկ հետազոտությունների՝ վերլուծությունների և գնահատումների իրականացման միջոցով արտահանման խթանման՝ գործարար և ներդրումային միջավայրի բարելավման հնարավորությունների ու խոչընդոտների բացահայտում,Ծառայությունների մատուցում,10403510.2,1090033.4,27360.0
ՀՀ տնտեսական զարգացման և ներդրումների նախարարություն,1067,Ստանդարտների մշակում և հավատարմագրման համակարգի զարգացում,"Արտադրանքի, ծառայությունների և գործընթացների անվտանգության մակարդակի բարելավում, միջազգային ու տարածաշրջանային հավատարմագրման համակարգերին ինտեգրում",Առևտրում տեխնիկական խոչընդոտների վերացում և շուկայահանվող արտադրանքի ու մատուցվող ծառայությունների համապատասխանության գնահատման գործունեության արդյունքների նկատմամբ սպառողների վստահության բարձրացում,11001,Ստանդարտների մշակման ծառայություններ,"Արտադրանքի և ծառայությունների ազգային ստանդարտների մշակում՝ միջպետական՝ եվրոպական և միջազգային կազմակերպությունների հետ համագործակցություն, ստանդարտների ազգային ֆոնդի վարման և տեղեկատվական սպասարկման աշխատանքների իրականացում",Ծառայությունների մատուցում,10403510.2,30803.4,14123.4
ՀՀ տնտեսական զարգացման և ներդրումների նախարարություն,1067,Ստանդարտների մշակում և հավատարմագրման համակարգի զարգացում,"Արտադրանքի, ծառայությունների և գործընթացների անվտանգության մակարդակի բարելավում, միջազգային ու տարածաշրջանային հավատարմագրման համակարգերին ինտեգրում",Առևտրում տեխնիկական խոչընդոտների վերացում և շուկայահանվող արտադրանքի ու մատուցվող ծառայությունների համապատասխանության գնահատման գործունեության արդյունքների նկատմամբ սպառողների վստահության բարձրացում,11002,Աջակցություն ՀՀ հավատարմագրման համակարգին,Հավատարմագրման ծառայությունների մատուցում՝ հավատարմագրման համակարգի բարեփոխում՝ անձնակազմի ուսուցում՝ ազգային մարմնի կայքէջի և ռեեստրների սպասարկում՝ արդիականացում՝ ազգային մարմնի մասնակցություն աշխատաժողովներին՝ գագաթնաժողովներին՝ հանդիպումներին,Ծառայությունների մատուցում,10403510.2,30803.4,16680.0
ՀՀ տնտեսական զարգացման և ներդրումների նախարարություն,1079,Պետական գույքի կառավարում,Պետական գույքի համալիր և արդյունավետ կառավարման ապահովում,Պետական գույքի կառավարման արդյունավետության բարձրացում,11001,Պետական գույքի կառավարման համակարգման՝ խորհրդատվության և մոնիտորինգի ծառայություններ,Պետական գույքի հաշվառում՝ գույքագրում՝ աճուրդների կազմակերպում՝ մասնավորոցվող գույքի վերաբերյալ տեղեկատվության հրապարակում,Ծառայությունների մատուցում,10403510.2,1081296.7,707907.6
ՀՀ տնտեսական զարգացման և ներդրումների նախարարություն,1079,Պետական գույքի կառավարում,Պետական գույքի համալիր և արդյունավետ կառավարման ապահովում,Պետական գույքի կառավարման արդյունավետության բարձրացում,11002,Աճուրդների կազմակերպման և անցկացման ծառայություններ,Աճուրդների կազմակերպում և անցկացում,Ծառայությունների մատուցում,10403510.2,1081296.7,30837.5
ՀՀ տնտեսական զարգացման և ներդրումների նախարարություն,1079,Պետական գույքի կառավարում,Պետական գույքի համալիր և արդյունավետ կառավարման ապահովում,Պետական գույքի կառավարման արդյունավետության բարձրացում,11003,Պետական գույքի հաշվառման՝ գույքագրման՝ ուսումնասիրությունների՝ գնահատման և սպասարկման աշխատանքների իրականացման  ծառայություններ,Պետական գույքի հաշվառման՝ գույքագրման՝ ուսումնասիրման՝ գնահատման անցկացում և ՀՀ կառավարական N 2 և 3 շենքերի սպասարկում,Ծառայությունների մատուցում,10403510.2,1081296.7,313731.6
ՀՀ տնտեսական զարգացման և ներդրումների նախարարություն,1079,Պետական գույքի կառավարում,Պետական գույքի համալիր և արդյունավետ կառավարման ապահովում,Պետական գույքի կառավարման արդյունավետության բարձրացում,11004,Էլեկտրոնային աճուրդների կազմակերպման ծրագրի սպասարկում,Ծրագրի անխափան սպասարկում,Ծառայությունների մատուցում,10403510.2,1081296.7,8496.0
ՀՀ տնտեսական զարգացման և ներդրումների նախարարություն,1079,Պետական գույքի կառավարում,Պետական գույքի համալիր և արդյունավետ կառավարման ապահովում,Պետական գույքի կառավարման արդյունավետության բարձրացում,11005,Պետական գույքի հաշվառման  նոր ավտոմատացված ու ամբողջական համակարգի սպասարկում,Ծրագրի անխափան սպասարկում,Ծառայությունների մատուցում,10403510.2,1081296.7,3600.0
ՀՀ տնտեսական զարգացման և ներդրումների նախարարություն,1079,Պետական գույքի կառավարում,Պետական գույքի համալիր և արդյունավետ կառավարման ապահովում,Պետական գույքի կառավարման արդյունավետության բարձրացում,11006,Կառավարական N 2 շենքում տեղակայված սարքերի և սարքավորումների հետերաշխիքային սպասարկում,Կառավարական N 2 շենքում տեղակայված վերելակների՝ ջեռուցման՝ հովացման և էլեկտրասնուցման համակարգերի  սպասարկում,Ծառայությունների մատուցում,10403510.2,1081296.7,15000.0
ՀՀ տնտեսական զարգացման և ներդրումների նախարարություն,1079,Պետական գույքի կառավարում,Պետական գույքի համալիր և արդյունավետ կառավարման ապահովում,Պետական գույքի կառավարման արդյունավետության բարձրացում,31001,Պետական գույքի կառավարման կոմիտեի տեխնիկական հագեցվածության բարելավում,Պետական գույքի կառավարման կոմիտեի աշխատանքային պայմանների բարելավման համար վարչական սարքավորումների ձեռքբերում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,10403510.2,1081296.7,3000.0
ՀՀ տնտեսական զարգացման և ներդրումների նախարարություն,1079,Պետական գույքի կառավարում,Պետական գույքի համալիր և արդյունավետ կառավարման ապահովում,Պետական գույքի կառավարման արդյունավետության բարձրացում,31002,Ոչ ֆինանսական ակտիվների օտարումից մուտքեր,Ոչ ֆինանսական ակտիվների օտարումից մուտքեր,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,10403510.2,1081296.7,-1276.0
ՀՀ տնտեսական զարգացման և ներդրումների նախարարություն,1104,Աջակցություն փոքր և միջին ձեռնարկատիրությանը,Փոքր և միջին ձեռնարկատիրության զարգացում և ընդլայնում,ՓՄՁ հատվածի աջակցություն և խթանում՝ մարզերում ՓՄՁ-ի սուբյեկտների թվաքանակի ավելացում,11001,ՓՄՁ-ի սուբյեկտներին աջակցության ծրագրերի համակարգում և կառավարում,"Ֆինանսական և ներդրումային, գործարար ուսուցողական, տեղեկատվական, խորհրդատվական աջակցություն գործող և սկսնակ ՓՄՁ սուբյեկտներին",Ծառայությունների մատուցում,10403510.2,183120.0,183120.0
ՀՀ տնտեսական զարգացման և ներդրումների նախարարություն,1165,Ներդրումների և արտահանման խթանման ծրագիր,Ներդրումների ներգրավման և արտահանման խթանում,Նախորդ տարվա համեմատ ներդրումների և արտահանման ծավալների աճ,11001,Համաշխարհային բանկի աջակցությամբ իրականացվող առևտրի և ենթակառուցվածքների զարգացման ծրագիր,Համաշխարհային բանկի աջակցությամբ իրականացվող առևտրի և ենթակառուցվածքների զարգացման ծրագիր,Ծառայությունների մատուցում,10403510.2,5461380.5,1220000.0
ՀՀ տնտեսական զարգացման և ներդրումների նախարարություն,1165,Ներդրումների և արտահանման խթանման ծրագիր,Ներդրումների ներգրավման և արտահանման խթանում,Նախորդ տարվա համեմատ ներդրումների և արտահանման ծավալների աճ,11002,ՀՀ արտահանմանն ուղղված արդյունաբերական քաղաքականության ռազմավարությամբ նախատեսված միջոցառումներ,Նոր ոլորտների զարգացման նպաստում՝ արտահանմանն աջակցություն՝ նոր շուկաների ընդլայնման աջակցություն՝ սերտիֆիկացման ծառայությունների փոխհատուցում՝ վարկավորման տոկոսների սուբսիդավորում՝ կարողությունների զարգացում՝ արտահանման խնդիրների հետազոտում,Ծառայությունների մատուցում,10403510.2,5461380.5,1072141.0
ՀՀ տնտեսական զարգացման և ներդրումների նախարարություն,1165,Ներդրումների և արտահանման խթանման ծրագիր,Ներդրումների ներգրավման և արտահանման խթանում,Նախորդ տարվա համեմատ ներդրումների և արտահանման ծավալների աճ,31001,Համաշխարհային բանկի աջակցությամբ իրականացվող առևտրի և ենթակառուցվածքների զարգացման ծրագրի շրջանակներում շենքերի և շինությունների հիմնանորոգում,Համաշխարհային բանկի աջակցությամբ իրականացվող առևտրի և ենթակառուցվածքների զարգացման ծրագրի շրջանակներում շենքերի և շինությունների հիմնանորոգում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,10403510.2,5461380.5,1258760.2
ՀՀ տնտեսական զարգացման և ներդրումների նախարարություն,1165,Ներդրումների և արտահանման խթանման ծրագիր,Ներդրումների ներգրավման և արտահանման խթանում,Նախորդ տարվա համեմատ ներդրումների և արտահանման ծավալների աճ,31002,Համաշխարհային բանկի աջակցությամբ իրականացվող առևտրի և ենթակառուցվածքների զարգացման ծրագրի շրջանակներում սարքավորումների ձեռքբերում,Համաշխարհային բանկի աջակցությամբ իրականացվող առևտրի և ենթակառուցվածքների զարգացման ծրագրի շրջանակներում սարքավորումների ձեռքբերում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,10403510.2,5461380.5,1910479.3
ՀՀ տնտեսական զարգացման և ներդրումների նախարարություն,1190,Զբոսաշրջության զարգացման ծրագիր,Հայաստանի և հայկական զբոսաշրջային արդյունքի մրցունակության և ճանաչելիության բարձրացում,Զբոսաշրջիկների թվաքանակի ավելացում,11001,Զբոսաշրջության զարգացման ոլորտում պետական քաղաքականության մշակման և դրա կատարման համակարգման՝ պետական ծրագրերի պլանավորման՝ մշակման՝ իրականացման և մոնիտորինգի (վերահսկման) ծառայություններ,Քաղաքականության մշակման և դրա կատարման համակարգման՝ պետական ծրագրերի պլանավորման՝ մշակման՝ իրականացման և մոնիտորինգի (վերահսկման) ծառայություններ,Ծառայությունների մատուցում,10403510.2,2171730.3,91120.1
ՀՀ տնտեսական զարգացման և ներդրումների նախարարություն,1190,Զբոսաշրջության զարգացման ծրագիր,Հայաստանի և հայկական զբոսաշրջային արդյունքի մրցունակության և ճանաչելիության բարձրացում,Զբոսաշրջիկների թվաքանակի ավելացում,11002,Աջակցություն զբոսաշրջության զարգացմանը,Զբոսաշրջիկների համար Հայաստանի գրավչությունը բարձրացնելուն ուղղված միջոցառումների իրականացում,Ծառայությունների մատուցում,10403510.2,2171730.3,286400.0
ՀՀ տնտեսական զարգացման և ներդրումների նախարարություն,1190,Զբոսաշրջության զարգացման ծրագիր,Հայաստանի և հայկական զբոսաշրջային արդյունքի մրցունակության և ճանաչելիության բարձրացում,Զբոսաշրջիկների թվաքանակի ավելացում,11004,Համաշխարհային բանկի աջակցությամբ իրականացվող Տեղական տնտեսության և ենթակառուցվածքների զարգացման  ծրագրի կառավարում,Տեղական տնտեսության և ենթակառուցվածքների զարգացման  ծրագիր` ՀՀ տարբեր մարզերում զբոսաշրջության հետ կապված ենթակառուցվածքների բարելավման նպատակով,Ծառայությունների մատուցում,10403510.2,2171730.3,55420.0
ՀՀ տնտեսական զարգացման և ներդրումների նախարարություն,1190,Զբոսաշրջության զարգացման ծրագիր,Հայաստանի և հայկական զբոսաշրջային արդյունքի մրցունակության և ճանաչելիության բարձրացում,Զբոսաշրջիկների թվաքանակի ավելացում,12001,Համաշխարհային բանկի աջակցությամբ իրականացվող Տեղական տնտեսության և ենթակառուցվածքների զարգացման  ծրագրի շրջանակներում ՀՀ տարբեր մարզերում զբոսաշրջության հետ կապված ենթակառուցվածքների բարելավմանն ուղղված միջոցառումներ,Ընտրված մարզերում զբոսաշրջության հետ կապված ենթակառուցվածքների՝ այդ թվում` ճանապարհների՝ ավտոկայանատեղերի՝ ջրամատակարարման համակարգերի՝ լուսավորության վերանորոգում և նորովի կառուցում,Տրանսֆերտների տրամադրում,10403510.2,2171730.3,1736320.2
ՀՀ տնտեսական զարգացման և ներդրումների նախարարություն,1190,Զբոսաշրջության զարգացման ծրագիր,Հայաստանի և հայկական զբոսաշրջային արդյունքի մրցունակության և ճանաչելիության բարձրացում,Զբոսաշրջիկների թվաքանակի ավելացում,31001,Զբոսաշրջության կոմիտեի կարողությունների զարգացում և տեխնիկական հագեցվածության ապահովում,Զբոսաշրջության կոմիտեի աշխատանքային պայմանների բարելավման համար վարչական սարքավորումների ձեռք բերում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,10403510.2,2171730.3,2470.0
ՀՀ տնտեսական զարգացման և ներդրումների նախարարություն,9002,Աջակցություն մտավոր սեփականության օբյեկտների պաշտպանությանը,Մտավոր սեփականության օբյեկտների իրավական պահպանում,Մտավոր սեփականության օբյեկտների իրավատերերի բացառիկ իրավունքների շտեմարանի շարունակական համալրում և վարում,11001,Մտավոր սեփականության օբյեկտների գրանցում,Որոնման համակարգի արդիականացում և միջազգային չափորոշիչների ներդնում,Ծառայությունների մատուցում,10403510.2,385145.9,348403.9
ՀՀ տնտեսական զարգացման և ներդրումների նախարարություն,9002,Աջակցություն մտավոր սեփականության օբյեկտների պաշտպանությանը,Մտավոր սեփականության օբյեկտների իրավական պահպանում,Մտավոր սեփականության օբյեկտների իրավատերերի բացառիկ իրավունքների շտեմարանի շարունակական համալրում և վարում,31002,ՀՀ տնտեսական զարգացման և ներդրումների նախարարության Մտավոր սեփականության գործակալության տեխնիկական հագեցվածության բարելավում,Աշխատակազմի բնականոն գործունեությունն ապահովելու համար անհրաժեշտ ապրանքների և սարքավորումների ձեռքբերում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,10403510.2,385145.9,36742.0
ՀՀ արտաքին գործերի  նախարարություն,1050,Միջազգային հարաբերությունների և դիվանագիտության ոլորտում մասնագետների պատրաստում և վերապատրաստում,Դիվանագիտական և պետական ծառայության արդյունավետության բարձրացում,Դիվանագիտական ծառայության համալրում նոր և որակյալ մասնագետներով՝ պետական ծառայության՝ այդ թվում` դիվանագիտական ծառայողների վերապատրաստում՝ տեսական գիտելիքների և գործնական հմտությունների բարելավում և նրանց աշխատանքի արդյունավետության բարձրացում,11001,Միջազգային հարաբերությունների և դիվանագիտության ոլորտում մասնագետների պատրաստում և վերապատրաստում,Ուսումնական գործընթացի կազմակերպում,Ծառայությունների մատուցում,14962257.5,69660.8,69660.8
ՀՀ արտաքին գործերի  նախարարություն,1061,Արտաքին գործերի ոլորտում Կառավարության քաղաքականության մշակում և իրականացում,Միջազգային իրավունքի հիման վրա բոլոր պետությունների հետ բարիդրացիական՝ փոխշահավետ հարաբերությունների հաստատում և զարգացում՝ միջազգային հարաբերություններում ՀՀ շահերի և իրավունքների ներկայացում,ՀՀ ինքնիշխանության պաշտպանություն՝ արտաքին անվտանգության բաղադրիչի ամրապնդում՝ ԼՂ հիմնախնդրի կարգավորում՝ ՀՀ միջազգ© հեղինակության բարձրացում՝ զարգացման համար արտաքին բարենպաստ պայմանների ապահովում՝ արտերկրում ՀՀ քաղաքացիների շահերի պաշտպանություն,11001,Կառավարության արտաքին քաղաքականության մշակում և իրագործման ապահովում,"ՀՀ Կառավարության ծրագրի հիման վրա արտաքին գործերի բնագավառում քաղաքականության մշակում և իրականացում, դիվանագիտական ծառայության կազմակերպում և ղեկավարում, հյուպատոսական ծառայությունների մատուցում",Ծառայությունների մատուցում,14962257.5,1848168.5,1815833.4
ՀՀ արտաքին գործերի  նախարարություն,1061,Արտաքին գործերի ոլորտում Կառավարության քաղաքականության մշակում և իրականացում,Միջազգային իրավունքի հիման վրա բոլոր պետությունների հետ բարիդրացիական՝ փոխշահավետ հարաբերությունների հաստատում և զարգացում՝ միջազգային հարաբերություններում ՀՀ շահերի և իրավունքների ներկայացում,ՀՀ ինքնիշխանության պաշտպանություն՝ արտաքին անվտանգության բաղադրիչի ամրապնդում՝ ԼՂ հիմնախնդրի կարգավորում՝ ՀՀ միջազգ© հեղինակության բարձրացում՝ զարգացման համար արտաքին բարենպաստ պայմանների ապահովում՝ արտերկրում ՀՀ քաղաքացիների շահերի պաշտպանություն,11002,ՀՀ մուտքի վիզաների՝ վերադարձի վկայականների և պաշտպանված ձևաթղթերի տպագրության աշխատանքների իրականացում,Հայաստանում և արտերկրում հյուպատոսական ծառայությունների մատուցման  տեխնիկական ապահովման նպատակով հրատարակչական՝ տեղեկատվական և տպագրական ծառայություններ,Ծառայությունների մատուցում,14962257.5,1848168.5,32335.1
ՀՀ արտաքին գործերի  նախարարություն,1118,Համագործակցություն միջազգային կազմակերպությունների հետ,Միջազգային կազմակերպությունների հետ և դրանց շրջանակներում բնականոն փոխհարաբերությունների ու արդյունավետ համագործակցության ապահովում և ընդլայնում,Միջազգային կազմակերպություններում ՀՀ առավել ակտիվ ներգրավվածություն՝ լիարժեք անդամակցության ապահովում և ՀՀ շահերի պաշտպանություն: Հայաստանում միջազգ© կազմակերպությունների կողմից տարբեր ծրագրերի իրականացում՝ աջակցություն ընթացող բարեփոխումների գործընթացներ,12001,Միջազգային կազմակերպություններին ՀՀ անդամակցության վճարներ,Միջազգային կազմակերպությունների աշխատանքներին ՀՀ մասնակցության՝ երկրում նրանց կողմից տարբեր ծրագրերի իրականացման ապահովում,Տրանսֆերտների տրամադրում,14962257.5,2549588.7,2539988.7
