state_body,state_body_total,program_code,program_code_ext,program_name,program_goal,program_result_desc,program_total,subprogram_code,subprogram_name,subprogram_desc,subprogram_type,subprogram_total
ՀՀ  առողջապահության  նախարարություն,211583025.2,1202,1202,Ոչ վարակիչ հիվանդությունների բժշկական օգնության ապահովում,"Ոչ վարակիչ հիվանդությունների (մասնավորապես՛ սիրտանոթային, շաքարային դիաբետի և չարորակ նորագոյացությունների) բուժման արդյունավետության բարձրացում",Ոչ վարակիչ հիվանդություններով պայմանավորված հիվանդացության և մահացության նվազեցում,139302897.3,11004,Ուռուցքաբանական և արյունաբանական հիվանդությունների բժշկական օգնության ծառայություններ,Ուռուցքաբանական և արյունաբանական հիվանդների բուժում և շարունակական հսկողության համալիր միջոցառումների իրականացում,Ծառայությունների մատուցում,3079433.2
ՀՀ  առողջապահության  նախարարություն,211583025.2,1202,1202,Ոչ վարակիչ հիվանդությունների բժշկական օգնության ապահովում,"Ոչ վարակիչ հիվանդությունների (մասնավորապես՛ սիրտանոթային, շաքարային դիաբետի և չարորակ նորագոյացությունների) բուժման արդյունավետության բարձրացում",Ոչ վարակիչ հիվանդություններով պայմանավորված հիվանդացության և մահացության նվազեցում,139302897.3,11006,Առողջության համընդհանուր ապահովագրության ներդրմանն ուղղված լրացուցիչ միջոցառումներ,Առողջության համընդհանուր ապահովագրության համակարգի ներդրում և Հիմնադրամի ընթացիկ գործունեության ապահովում,Ծառայությունների մատուցում,129958380.8
ՀՀ  առողջապահության  նախարարություն,211583025.2,1202,1202,Ոչ վարակիչ հիվանդությունների բժշկական օգնության ապահովում,"Ոչ վարակիչ հիվանդությունների (մասնավորապես՛ սիրտանոթային, շաքարային դիաբետի և չարորակ նորագոյացությունների) բուժման արդյունավետության բարձրացում",Ոչ վարակիչ հիվանդություններով պայմանավորված հիվանդացության և մահացության նվազեցում,139302897.3,12001,Առողջության համընդհանուր ապահովագրության վարձու աշխատողների ապահովագրավճարի սուբսիդավորում,Առողջության համընդհանուր ապահովագրության վարձու աշխատողների ապահովագրավճարի մասնակի  սուբսիդավորում,Տրանսֆերտների տրամադրում,1000000.0
ՀՀ  առողջապահության  նախարարություն,211583025.2,1207,1207,Սոցիալապես անապահով և առանձին խմբերի անձանց բժշկական օգնություն,"Սոցիալապես անապահով և հատուկ խմբերում ընդգրկված անձանց բժշկական օգնության հասանելիության և մատչելիության մակարդակի բարձրացում, հիվանդանոցային որակյալ բժշկական օգնության ապահովում","Սոցիալապես անապահով և հատուկ խմբերում ընդգրկված անձանց բժշկական օգնության հասանելիության և մատչելիության բարձրացում, ծառայությունների մատուցման հասցեականության բարելավում",16529684.4,11001,Սոցիալապես անապահով և հատուկ խմբերում ընդգրկվածներին բժշկական օգնության ծառայություններ,Բնակչության սոցիալապես անապահով և հատուկ խմբերում ընդգրկվածների բժշկական օգնության իրականացում` ՀՀ կառավարության որոշմամբ հաստատված բնակչության խմբերի և ծառայությունների ցանկի համաձայն,Ծառայությունների մատուցում,10537164.6
ՀՀ  առողջապահության  նախարարություն,211583025.2,1207,1207,Սոցիալապես անապահով և առանձին խմբերի անձանց բժշկական օգնություն,"Սոցիալապես անապահով և հատուկ խմբերում ընդգրկված անձանց բժշկական օգնության հասանելիության և մատչելիության մակարդակի բարձրացում, հիվանդանոցային որակյալ բժշկական օգնության ապահովում","Սոցիալապես անապահով և հատուկ խմբերում ընդգրկված անձանց բժշկական օգնության հասանելիության և մատչելիության բարձրացում, ծառայությունների մատուցման հասցեականության բարելավում",16529684.4,11002,Ստոմատոլոգիական բժշկական օգնության ծառայություններ,"Ստոմատոլոգիական բժշկական օգնության համալիր միջոցառումների (հետազոտում, ախտորոշում, բուժում) իրականացում սոցիալապես անապահով ու հատուկ խմբերում ընդգրկվածներին",Ծառայությունների մատուցում,76800.0
ՀՀ  առողջապահության  նախարարություն,211583025.2,1207,1207,Սոցիալապես անապահով և առանձին խմբերի անձանց բժշկական օգնություն,"Սոցիալապես անապահով և հատուկ խմբերում ընդգրկված անձանց բժշկական օգնության հասանելիության և մատչելիության մակարդակի բարձրացում, հիվանդանոցային որակյալ բժշկական օգնության ապահովում","Սոցիալապես անապահով և հատուկ խմբերում ընդգրկված անձանց բժշկական օգնության հասանելիության և մատչելիության բարձրացում, ծառայությունների մատուցման հասցեականության բարելավում",16529684.4,11003,"Զինծառայողներին, ինչպես նաև փրկարար ծառայողներին և նրանց ընտանիքի անդամներին բժշկական օգնության ծառայություններ","Զինծառայողներին, նրանց հավասարեցված անձանց, ինչպես նաև փրկարար ծառայողներին և նրանց ընտանիքի անդամներին բժշկական օգնության իրականացում (հետազոտում, ախտորոշում, բուժում)",Ծառայությունների մատուցում,3000000.0
ՀՀ  առողջապահության  նախարարություն,211583025.2,1207,1207,Սոցիալապես անապահով և առանձին խմբերի անձանց բժշկական օգնություն,"Սոցիալապես անապահով և հատուկ խմբերում ընդգրկված անձանց բժշկական օգնության հասանելիության և մատչելիության մակարդակի բարձրացում, հիվանդանոցային որակյալ բժշկական օգնության ապահովում","Սոցիալապես անապահով և հատուկ խմբերում ընդգրկված անձանց բժշկական օգնության հասանելիության և մատչելիության բարձրացում, ծառայությունների մատուցման հասցեականության բարելավում",16529684.4,11004,Պետական հիմնարկների և կազմակերպությունների աշխատողների բժշկական օգնության և սպասարկման ծառայություններ,Պետական հիմնարկների և կազմակերպությունների աշխատողների բժշկական օգնության և սպասարկման ծառայություններ,Ծառայությունների մատուցում,2000000.0
ՀՀ  առողջապահության  նախարարություն,211583025.2,1207,1207,Սոցիալապես անապահով և առանձին խմբերի անձանց բժշկական օգնություն,"Սոցիալապես անապահով և հատուկ խմբերում ընդգրկված անձանց բժշկական օգնության հասանելիության և մատչելիության մակարդակի բարձրացում, հիվանդանոցային որակյալ բժշկական օգնության ապահովում","Սոցիալապես անապահով և հատուկ խմբերում ընդգրկված անձանց բժշկական օգնության հասանելիության և մատչելիության բարձրացում, ծառայությունների մատուցման հասցեականության բարելավում",16529684.4,11005,Թրաֆիքինգի զոհերին բժշկական օգնության ծառայություններ,"Թրաֆիքինգի զոհ դարձած անձանց բժշկական օգնության և փորձաքննությունների իրականացում (հետազոտում, ախտորոշում, բուժում)",Ծառայությունների մատուցում,2000.0
ՀՀ  առողջապահության  նախարարություն,211583025.2,1207,1207,Սոցիալապես անապահով և առանձին խմբերի անձանց բժշկական օգնություն,"Սոցիալապես անապահով և հատուկ խմբերում ընդգրկված անձանց բժշկական օգնության հասանելիության և մատչելիության մակարդակի բարձրացում, հիվանդանոցային որակյալ բժշկական օգնության ապահովում","Սոցիալապես անապահով և հատուկ խմբերում ընդգրկված անձանց բժշկական օգնության հասանելիության և մատչելիության բարձրացում, ծառայությունների մատուցման հասցեականության բարելավում",16529684.4,11007,Փոխպատվաստման ծառայություններ,Մարդու օրգանների և ոսկրածուծի փոխպատվաստման ծառայությունների իրականացում,Ծառայությունների մատուցում,57500.0
ՀՀ  առողջապահության  նախարարություն,211583025.2,1207,1207,Սոցիալապես անապահով և առանձին խմբերի անձանց բժշկական օգնություն,"Սոցիալապես անապահով և հատուկ խմբերում ընդգրկված անձանց բժշկական օգնության հասանելիության և մատչելիության մակարդակի բարձրացում, հիվանդանոցային որակյալ բժշկական օգնության ապահովում","Սոցիալապես անապահով և հատուկ խմբերում ընդգրկված անձանց բժշկական օգնության հասանելիության և մատչելիության բարձրացում, ծառայությունների մատուցման հասցեականության բարելավում",16529684.4,11017,Քրեակատարողական հիմնարկում պահվող կալանավորված անձանց և դատապարտյալներին պատշաճ բժշկական օգնություն և սպասարկամն ծառայություններ,Քրեակատարողական հիմնարկում պահվող կալանավորված անձանց և դատապարտյալների առողջության պահպանում և վերականգնում,Ծառայությունների մատուցում,856219.8
ՀՀ  առողջապահության  նախարարություն,211583025.2,1208,1208,Վարակիչ հիվանդությունների կանխարգելման ծրագիր,"Վարակիչ և բնակչության համար մեծ ռիսկ ներկայացնող հիվանդությունների (մալարիա, տուբերկուլյոզ, ՄԻԱՎ/ՁԻԱՀ և այլն) վաղ հայտնաբերում, արդյունվետ հակազդում և բժշկական օգնության ապահովում:","Վարակի փոխանցման, վարակիչ հիվանդություններով պայմանավորված հիվանդացության և մահացության նվազեցում",1330346.4,11002,Տուբերկուլյոզի բժշկական օգնության ծառայություններ,"Տուբերկուլյոզի վաղ հայտնաբերմանն ուղղված ախտորոշիչ և այլ հետազոտություններ, հիվանդների բուժում",Ծառայությունների մատուցում,594194.1
ՀՀ  առողջապահության  նախարարություն,211583025.2,1208,1208,Վարակիչ հիվանդությունների կանխարգելման ծրագիր,"Վարակիչ և բնակչության համար մեծ ռիսկ ներկայացնող հիվանդությունների (մալարիա, տուբերկուլյոզ, ՄԻԱՎ/ՁԻԱՀ և այլն) վաղ հայտնաբերում, արդյունվետ հակազդում և բժշկական օգնության ապահովում:","Վարակի փոխանցման, վարակիչ հիվանդություններով պայմանավորված հիվանդացության և մահացության նվազեցում",1330346.4,11003,Աղիքային և այլ ինֆեկցիոն հիվանդությունների բժշկական օգնության ծառայություններ այդ թվում  ՄԻԱՎ/ՁԻԱՀ-ի կանխարգելման և բուժօգնության ծառայություններ,"Աղիքային և այլ ինֆեկցիոն հիվանդությունների վաղ հայտնաբերմանն ուղղված ախտորոշիչ հետազոտություններ, հիվանդների բուժում, ՄԻԱՎ/ՁԻԱՀ հիվանդության կանխարգելում,ախտորոշում, բուժում և հիվանդների դիսպանսերային հսկողություն, քարոզչություն",Ծառայությունների մատուցում,736152.3
ՀՀ  արդարադատության նախարարություն,25215782.8,1052,1052,Քաղաքացիական կացության ակտերի գրանցում,Քաղաքացիական կացության ակտերի գրանցում,"Քաղաքացիական կացության ակտերի գրանցման համակարգի զարգացում, գործընթացի արդյունավետության բարելավում",156433.2,11001,Քաղաքացիական կացության ակտերի գրանցման ծառայությունների տրամադրում,"Քաղաքացիական կացության ակտերի գրանցման, տեղեկանքների տրամադրման, ակտային գրանցումների վերականգնման, ակտային գրանցումներում ուղղումների, փոփոխությունների կատարման համար համայնքի ղեկավարին պատվիրակված լիազորությունների իրականացման ապահովում",Ծառայությունների մատուցում,156433.2
ՀՀ  արդարադատության նախարարություն,25215782.8,1057,1057,"Արդարադատության ոլորտում քաղաքականության  մշակում, ծրագրերի համակարգում, խորհրդատվության և մոնիտորինգի իրականացում","Արդարադատության ոլորտում քաղաքականության, խորհրդատվության, մոնիտորինգի, գնման և աջակցության իրականացում",Արդարադատության քաղաքականության իրագործմանն ուղղված ծրագրերի արդյունավետության բարելավում,2569426.5,11001,"Արդարադատության ոլորտում քաղաքականության, խորհրդատվության, մոնիտորինգի, գնման և աջակցության իրականացում","Ոլորտի քաղաքականության, խորհրդատվության, մոնիտորինգի, արդարադատության ծրագրերի համակարգման ծառայություններ",Ծառայությունների մատուցում,2113455.6
ՀՀ  արդարադատության նախարարություն,25215782.8,1057,1057,"Արդարադատության ոլորտում քաղաքականության  մշակում, ծրագրերի համակարգում, խորհրդատվության և մոնիտորինգի իրականացում","Արդարադատության ոլորտում քաղաքականության, խորհրդատվության, մոնիտորինգի, գնման և աջակցության իրականացում",Արդարադատության քաղաքականության իրագործմանն ուղղված ծրագրերի արդյունավետության բարելավում,2569426.5,11003,Անձնական տվյալների պաշտպանության իրականացում,Անձնական տվյալների պաշտպանության հետ կապված հարաբերությունների սուբյեկտների իրավունքների պաշտպանության ապահովում,Ծառայությունների մատուցում,41534.0
ՀՀ  արդարադատության նախարարություն,25215782.8,1057,1057,"Արդարադատության ոլորտում քաղաքականության  մշակում, ծրագրերի համակարգում, խորհրդատվության և մոնիտորինգի իրականացում","Արդարադատության ոլորտում քաղաքականության, խորհրդատվության, մոնիտորինգի, գնման և աջակցության իրականացում",Արդարադատության քաղաքականության իրագործմանն ուղղված ծրագրերի արդյունավետության բարելավում,2569426.5,11010,Աջակցություն օրենսդրության զարգացման և իրավական հետազոտությունների կենտրոնի գործունեությանը,Օրենսդրության զարգացման և իրավական հետազոտությունների կենտրոնի գործնեության ապահովում,Ծառայությունների մատուցում,264436.9
ՀՀ  արդարադատության նախարարություն,25215782.8,1057,1057,"Արդարադատության ոլորտում քաղաքականության  մշակում, ծրագրերի համակարգում, խորհրդատվության և մոնիտորինգի իրականացում","Արդարադատության ոլորտում քաղաքականության, խորհրդատվության, մոնիտորինգի, գնման և աջակցության իրականացում",Արդարադատության քաղաքականության իրագործմանն ուղղված ծրագրերի արդյունավետության բարելավում,2569426.5,31002,Արդարադատության նախարարության շենքային պայմաններիբարելավում,"Արդարադատության նախարարության շենքերի նորոգում, հիմնանորոգում, կառուցում և նախագծանախահաշվայինփաստաթղթերի ձեռքբերում",Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,150000.0
ՀՀ  արդարադատության նախարարություն,25215782.8,1093,1093,Դատական և հանրային պաշտպանություն,Իրավունքի պաշտպանության հասանելիության և օբյեկտիվության ապահովում,Հանրային պաշտպանի ծառայությունների հասցեականության և  դատական գործընթացներին աջակցության ապահովում,1592622.4,11001,Հանրային պաշտպանության ծառայություններ,Օրենսդրությամբ սահմանված դեպքերում քաղաքացիներին անվճար իրավաբանական ծառայությունների տրամադրում,Ծառայությունների մատուցում,761392.3
ՀՀ  արդարադատության նախարարություն,25215782.8,1093,1093,Դատական և հանրային պաշտպանություն,Իրավունքի պաշտպանության հասանելիության և օբյեկտիվության ապահովում,Հանրային պաշտպանի ծառայությունների հասցեականության և  դատական գործընթացներին աջակցության ապահովում,1592622.4,11002,Սնանկության գործերով կառավարչական ծառայությունների ձեռքբերում,Օրենսդրությամբ (օրենքներով և կառավարության որոշումներով) նախատեսված օժանդակություն և փոխհատուցումներ,Ծառայությունների մատուցում,85000.0
ՀՀ  արդարադատության նախարարություն,25215782.8,1093,1093,Դատական և հանրային պաշտպանություն,Իրավունքի պաշտպանության հասանելիության և օբյեկտիվության ապահովում,Հանրային պաշտպանի ծառայությունների հասցեականության և  դատական գործընթացներին աջակցության ապահովում,1592622.4,11003,Փորձաքննությունների ծառայությունների տրամադրում,"Քրեական հետապնդում, վարչական վարույթ իրականացնող մարմինների կամ քրեական գործերով դատարանների որոշումների հիման վրա փորձագիտական հետազոտությունների իրականացում և դրա արդյունքում փորձագետի եզրակացությունների տրամադրում:",Ծառայությունների մատուցում,606230.1
ՀՀ  արդարադատության նախարարություն,25215782.8,1093,1093,Դատական և հանրային պաշտպանություն,Իրավունքի պաշտպանության հասանելիության և օբյեկտիվության ապահովում,Հանրային պաշտպանի ծառայությունների հասցեականության և  դատական գործընթացներին աջակցության ապահովում,1592622.4,11008,Աջակցություն « Արբիտրաժի և հաշտարարության հայաստանյան կենտրոն»  հիմնադրամի գործունեությանը,«Արբիտրաժի և հաշտարարության հայաստանյան կենտրոն» հիմնադրամի գործունեության ապահովում,Ծառայությունների մատուցում,140000.0
ՀՀ  արդարադատության նախարարություն,25215782.8,1120,1120,Քրեակատարողական ծառայություններ,Դատապարտյալների պատժի կատարման և ուղղման համար անհրաժեշտ պայմանների ապահովում,Դատապարտյալների զբաղվածության և իրավունքների պաշտպանություն,16032143.2,11001,Քրեակատարողական ծառայություններ,"Դատապարտյալների և կալանավորված անձանց վերահսկողություն, կալանավայրերում դատապարտյալների և կալանավորված անձանց պահման պայմանների ապահովում, դատապարտյալների սոցիալ- հոգեբանական վերականգնում, ուսուցում, վերասոցիալականացում",Ծառայությունների մատուցում,13353053.8
ՀՀ  արդարադատության նախարարություն,25215782.8,1120,1120,Քրեակատարողական ծառայություններ,Դատապարտյալների պատժի կատարման և ուղղման համար անհրաժեշտ պայմանների ապահովում,Դատապարտյալների զբաղվածության և իրավունքների պաշտպանություն,16032143.2,11002,Պրոբացիայի ծառայություններ,"Քրեական արդարադատության իրականացման աջակցություն, հասարակության անվտանգության ապահովումը՛ կրկնահանցագործության կանխարգելման և կրճատման միջոցով, պատժի ենթարկված անձի վերասոցիալականացում",Ծառայությունների մատուցում,1359959.7
ՀՀ  արդարադատության նախարարություն,25215782.8,1120,1120,Քրեակատարողական ծառայություններ,Դատապարտյալների պատժի կատարման և ուղղման համար անհրաժեշտ պայմանների ապահովում,Դատապարտյալների զբաղվածության և իրավունքների պաշտպանություն,16032143.2,11005,Իրավախախտում կատարած անձանց գեղագիտական դաստիարակության և կրթական ծրագրերի իրականացում,Քրեակատարողական հիմնարկներում գտնվող իրավախախտում կատարած անձանց գեղագիտական դաստիարակության և կրթության ծրագրերի իրականացում,Ծառայությունների մատուցում,195140.2
ՀՀ  արդարադատության նախարարություն,25215782.8,1120,1120,Քրեակատարողական ծառայություններ,Դատապարտյալների պատժի կատարման և ուղղման համար անհրաժեշտ պայմանների ապահովում,Դատապարտյալների զբաղվածության և իրավունքների պաշտպանություն,16032143.2,31001,ՀՀ արդարադատության նախարարության պրոբացիայի ծառայության կարողությունների զարգացում և տեխնիկական հագեցվածության ապահովում,ՀՀ արդարադատության նախարարության  պրոբացիայի ծառայության համար վարչական և այլ  սարքավորումների ձեռք բերում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,274789.5
ՀՀ  արդարադատության նախարարություն,25215782.8,1120,1120,Քրեակատարողական ծառայություններ,Դատապարտյալների պատժի կատարման և ուղղման համար անհրաժեշտ պայմանների ապահովում,Դատապարտյալների զբաղվածության և իրավունքների պաշտպանություն,16032143.2,31002,ՀՀ արդարադատության նախարարության քրեակատարողական  ծառայության կարողությունների զարգացում և տեխնիկական հագեցվածության ապահովում,ՀՀ արդարադատության նախարարության  քրեակատարողական ծառայության  աշխատանքային պայմանների բարելավման համար վարչական սարքավորումների ձեռք բերում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,59000.0
ՀՀ  արդարադատության նախարարություն,25215782.8,1120,1120,Քրեակատարողական ծառայություններ,Դատապարտյալների պատժի կատարման և ուղղման համար անհրաժեշտ պայմանների ապահովում,Դատապարտյալների զբաղվածության և իրավունքների պաշտպանություն,16032143.2,31006,Քրեակատարողական ծառայության տրանսպորտայինմիջոցներով ապահովվածության բարելավում,Քրեակատարողական ծառայության կարիքների համարավտոմեքենաների ձեռքբերում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,790200.0
ՀՀ  արդարադատության նախարարություն,25215782.8,1123,1123,Իրավական իրազեկում և տեղեկատվության ապահովում,Հանրության իրազեկվածության ապահովում,Իրավական տեղեկատվության մատչելիության և հանրության իրազեկվածության մակարդակի աճ,1242412.8,11001,"Հրատարակչական, տեղեկատվական և տպագրական ծառայություններ","ՀՀ-ում ընդունված և ստորագրված իրավական ակտերի պաշտոնական հրատարակման, պետական վկայականների և ձևաթղթերի տպագրման ծառայություններ",Ծառայությունների մատուցում,368578.4
ՀՀ  արդարադատության նախարարություն,25215782.8,1123,1123,Իրավական իրազեկում և տեղեկատվության ապահովում,Հանրության իրազեկվածության ապահովում,Իրավական տեղեկատվության մատչելիության և հանրության իրազեկվածության մակարդակի աճ,1242412.8,11002,Թարգմանչական ծառայություններ,"ՀՀ, ԵՏՄ, ԵՄ իրավական ակտերի, միջազգային պայմանագրերի, միջազգային համագործակցությանն առնչվող փաստաթղթերի, դատական ակտերի, ՄԻԵԴ վճիռների և հարակից փաստաթղթերի, պաշտոնական թարգմանությունների կատարում ու ժամանակին ներկայացում շահառու մարմիններին",Ծառայությունների մատուցում,250339.0
ՀՀ  արդարադատության նախարարություն,25215782.8,1123,1123,Իրավական իրազեկում և տեղեկատվության ապահովում,Հանրության իրազեկվածության ապահովում,Իրավական տեղեկատվության մատչելիության և հանրության իրազեկվածության մակարդակի աճ,1242412.8,11003,Արխիվային ծառայություններ,"ՀՀ արխիվային հավաքածուի պահպանություն, համալրում, հաշվառում, հանրության կողմից արխիվային նյութերի օգտագործման ապահովում",Ծառայությունների մատուցում,623495.4
ՀՀ  արդարադատության նախարարություն,25215782.8,1149,1149,Արդարադատության համակարգի աշխատակիցների վերապատրաստում և հատուկ ուսուցում,Արդարադատության համակարգի աշխատակիցների աշխատանքի  արդյունավետության բարելավում,Արդարադատության համակարգի աշխատակիցների մասնագիտական գիտելիքների և կարողությունների բարելավում,427227.6,11001,Հատուկ ծառայողների վերապատրաստում և հատուկ ուսուցում,Հատուկ ծառայողների վերապատրաստում և հատուկ ուսուցման կազմակերպում,Ծառայությունների մատուցում,187752.0
ՀՀ  արդարադատության նախարարություն,25215782.8,1149,1149,Արդարադատության համակարգի աշխատակիցների վերապատրաստում և հատուկ ուսուցում,Արդարադատության համակարգի աշխատակիցների աշխատանքի  արդյունավետության բարելավում,Արդարադատության համակարգի աշխատակիցների մասնագիտական գիտելիքների և կարողությունների բարելավում,427227.6,11002,"Դատավորների, դատախազների, դատավորների ու դատախազների  թեկնածուների ցուցակում գտնվող անձանց, դատական ծառայողների, դատախազության աշխատակազմում ծառայողների, դատական կարգադրիչների վերապատրաստման և հատուկ ուսուցման ծառայություններ","Դատավորների, դատախազների, դատավորների ու դատախազների թեկնածուների ցուցակում գտնվող անձանց, դատական ծառայողների, դատախազության աշխատակազմում ծառայողների և դատական կարգադրիչների վերապատրաստման և հատուկ ուսուցման կազմակերպում",Ծառայությունների մատուցում,239475.6
ՀՀ  արդարադատության նախարարություն,25215782.8,1182,1182,Հարկադիր կատարման ծառայություններ,Հարկադիր կատարման ենթակա ակտերի կատարման ապահովում,Հարկադիր կատարման ենթակա ակտերի կատարողական ընթացակարգերի զարգացում և  կատարման ապահովում,3195517.1,11001,Հարկադիր կատարման ենթակա ակտերի կատարումն ապահովող ծառայություններ,"Դատական ակտերի, կատարողական թերթերի, կատարողական մակագրության թերթերի և անբողոքարկելի վարչական ակտերի պահանջների կատարման ապահովում:",Ծառայությունների մատուցում,3195517.1
ՀՀ էկոնոմիկայի նախարարություն,74479639.9,1022,1022,Գյուղատնտեսության խթանման ծրագիր,Գյուղատնտեսական մթերքի և դրանց վերամշակումից ստացվող սննդամթերքի ծավալների ավելացում,Գյուղատնտեսական մթերքների ծավալների ավելացում: Օգտագործվող վարելահողերի ավելացում: Պտուղբանջարեղենի և խաղողի վերամշակումից ստացված արտադրանքի ծավալների աճ,10115872.2,11001,Պետական աջակցություն Հայաստանի Հանրապետության խաղողագործության և գինեգործության ոլորտներում վարվող պետական քաղաքականության ու զարգացման ծրագրերի իրականացմանը,Աջակցություն Հայաստանի Հանրապետության  խաղողագործության և գինեգործության ոլորտներում վարվող պետական քաղաքականության ու զարգացման ծրագրերի իրականացմանը,Ծառայությունների մատուցում,264000.0
ՀՀ էկոնոմիկայի նախարարություն,74479639.9,1022,1022,Գյուղատնտեսության խթանման ծրագիր,Գյուղատնտեսական մթերքի և դրանց վերամշակումից ստացվող սննդամթերքի ծավալների ավելացում,Գյուղատնտեսական մթերքների ծավալների ավելացում: Օգտագործվող վարելահողերի ավելացում: Պտուղբանջարեղենի և խաղողի վերամշակումից ստացված արտադրանքի ծավալների աճ,10115872.2,11002,Պետական աջակցություն Հայաստանի Հանրապետության գյուղատնտեսական ծրագրերի իրականացմանը,"Աջակցություն Հայաստանի Հանրապետության  բուսաբուծության խթանման, բույսերի պաշտպանության և անասնաբուժական ծրագրերի իրականացմանը",Ծառայությունների մատուցում,328983.9
ՀՀ էկոնոմիկայի նախարարություն,74479639.9,1022,1022,Գյուղատնտեսության խթանման ծրագիր,Գյուղատնտեսական մթերքի և դրանց վերամշակումից ստացվող սննդամթերքի ծավալների ավելացում,Գյուղատնտեսական մթերքների ծավալների ավելացում: Օգտագործվող վարելահողերի ավելացում: Պտուղբանջարեղենի և խաղողի վերամշակումից ստացված արտադրանքի ծավալների աճ,10115872.2,11006,Սպանդանոցների կողմից մատուցվող խոշոր եղջերավոր կենդանիների սպանդի ծառայության վճարի մասնակի փոխհատուցման ծրագրի շրջանակներում ստացված դիմումների ուսումնասիրություն և մոնիթորինգի իրականացմանն աջակցություն,Սպանդանոցների տեղակայման վայրի համայնքների կողմից խոշոր եղջերավոր կենդանիների սպանդի ծառայության վճարի մասնակի փոխհատուցման ծրագրի շրջանակներում ստացված դիմումների ուսումնասիրություն և մոնիթորինգի իրականացում,Ծառայությունների մատուցում,730.0
ՀՀ էկոնոմիկայի նախարարություն,74479639.9,1022,1022,Գյուղատնտեսության խթանման ծրագիր,Գյուղատնտեսական մթերքի և դրանց վերամշակումից ստացվող սննդամթերքի ծավալների ավելացում,Գյուղատնտեսական մթերքների ծավալների ավելացում: Օգտագործվող վարելահողերի ավելացում: Պտուղբանջարեղենի և խաղողի վերամշակումից ստացված արտադրանքի ծավալների աճ,10115872.2,12001,Գյուղատնտեսական վարկերի տոկոսադրույքների սուբսիդավորում,Գյուղատնտեսության ոլորտում տրամադրվող վարկերի տոկոսադրույքների սուբսիդավորում,Տրանսֆերտների տրամադրում,700145.1
ՀՀ էկոնոմիկայի նախարարություն,74479639.9,1022,1022,Գյուղատնտեսության խթանման ծրագիր,Գյուղատնտեսական մթերքի և դրանց վերամշակումից ստացվող սննդամթերքի ծավալների ավելացում,Գյուղատնտեսական մթերքների ծավալների ավելացում: Օգտագործվող վարելահողերի ավելացում: Պտուղբանջարեղենի և խաղողի վերամշակումից ստացված արտադրանքի ծավալների աճ,10115872.2,12004,Գյուղատնտեսական հումքի մթերումների (գնումների) նպատակով  տրամադրվող վարկերի տոկոսադրույքների սուբսիդավորում,"Պտուղբանջարեղենի, խաղողի, կաթի, շինշիլայի և գյուղատնտեսական կենդանիների մթերումների (գնումների) կազմակերպման նպատակով ընկերություններին մատչելի պայմաններով վարկերի տրամադրում",Տրանսֆերտների տրամադրում,3080654.0
ՀՀ էկոնոմիկայի նախարարություն,74479639.9,1022,1022,Գյուղատնտեսության խթանման ծրագիր,Գյուղատնտեսական մթերքի և դրանց վերամշակումից ստացվող սննդամթերքի ծավալների ավելացում,Գյուղատնտեսական մթերքների ծավալների ավելացում: Օգտագործվող վարելահողերի ավելացում: Պտուղբանջարեղենի և խաղողի վերամշակումից ստացված արտադրանքի ծավալների աճ,10115872.2,12005,Գերմանիայի զարգացման վարկերի բանկի (KFW) հետ համատեղ գյուղատնտեսության ոլորտում ապահովագրական համակարգի ներդրման փորձնական ծրագրի իրականացման համար պետական աջակցություն,Ապահովագրավճարների մասնակի սուբսիդավորում մարզերի կամ մարզերի որոշ տարածաշրջանների գյուղատնտեսությունում տնտեսավարողներին,Տրանսֆերտների տրամադրում,200000.0
ՀՀ էկոնոմիկայի նախարարություն,74479639.9,1022,1022,Գյուղատնտեսության խթանման ծրագիր,Գյուղատնտեսական մթերքի և դրանց վերամշակումից ստացվող սննդամթերքի ծավալների ավելացում,Գյուղատնտեսական մթերքների ծավալների ավելացում: Օգտագործվող վարելահողերի ավելացում: Պտուղբանջարեղենի և խաղողի վերամշակումից ստացված արտադրանքի ծավալների աճ,10115872.2,12010,Անասնաբուծության ճյուղում իրականացվող ներդրումային ծրագրերին աջակցություն,Անասնաբուծության ճյուղում իրականացվող առնվազն 1 մլրդ դրամի ներդրումներից կապիտալ ներդրումների մասնակի փոխհատուցում,Տրանսֆերտների տրամադրում,5250666.7
