state_body,program_code,program_name,program_goal,program_result_desc,subprogram_code,subprogram_name,subprogram_desc,subprogram_type,state_body_total,program_total,subprogram_total
ՀՀ  արդարադատության նախարարություն,1093,Դատական և հանրային պաշտպանություն,Իրավունքի պաշտպանության հասանելիության և օբյեկտիվության ապահովում,Հանրային պաշտպանի ծառայությունների հասցեականության և  դատական գործընթացներին աջակցության ապահովում,11001,Հանրային պաշտպանության ծառայություններ,Օրենսդրությամբ սահմանված դեպքերում քաղաքացիներին անվճար իրավաբանական ծառայությունների տրամադրում,Ծառայությունների մատուցում,23238220.9,1028979.6,417485.6
ՀՀ  արդարադատության նախարարություն,1093,Դատական և հանրային պաշտպանություն,Իրավունքի պաշտպանության հասանելիության և օբյեկտիվության ապահովում,Հանրային պաշտպանի ծառայությունների հասցեականության և  դատական գործընթացներին աջակցության ապահովում,11002,Սնանկության գործերով կառավարչական ծառայությունների ձեռքբերում,Օրենսդրությամբ (օրենքներով և կառավարության որոշումներով) նախատեսված օժանդակություն և փոխհատուցումներ,Ծառայությունների մատուցում,23238220.9,1028979.6,34000.0
ՀՀ  արդարադատության նախարարություն,1093,Դատական և հանրային պաշտպանություն,Իրավունքի պաշտպանության հասանելիության և օբյեկտիվության ապահովում,Հանրային պաշտպանի ծառայությունների հասցեականության և  դատական գործընթացներին աջակցության ապահովում,11003,Փորձաքննությունների ծառայությունների տրամադրում,"Քրեական հետապնդում, վարչական վարույթ իրականացնող մարմինների կամ քրեական գործերով դատարանների որոշումների հիման վրա փորձագիտական հետազոտությունների իրականացում և դրա արդյունքում փորձագետի եզրակացությունների տրամադրում:",Ծառայությունների մատուցում,23238220.9,1028979.6,577494.0
ՀՀ  արդարադատության նախարարություն,1120,Քրեակատարողական ծառայություններ,Դատապարտյալների պատժի կատարման և ուղղման համար անհրաժեշտ պայմանների ապահովում,Դատապարտյալների զբաղվածության և իրավունքների պաշտպանություն,11001,Քրեակատարողական ծառայություններ,"Դատապարտյալների վերահսկողություն, կալանավայրերում դատապարտյալների կացության ապահովում, դատապարտյալների սոցիալ- հոգեբանական վերականգնում, ուսուցում",Ծառայությունների մատուցում,23238220.9,14883387.8,11101034.6
ՀՀ  արդարադատության նախարարություն,1120,Քրեակատարողական ծառայություններ,Դատապարտյալների պատժի կատարման և ուղղման համար անհրաժեշտ պայմանների ապահովում,Դատապարտյալների զբաղվածության և իրավունքների պաշտպանություն,11002,Պրոբացիայի ծառայություններ,Հասարակության անվտանգության ապահովումը՛ կրկնահանցագործության կանխարգելման և կրճատման միջոցով,Ծառայությունների մատուցում,23238220.9,14883387.8,773218.0
ՀՀ  արդարադատության նախարարություն,1120,Քրեակատարողական ծառայություններ,Դատապարտյալների պատժի կատարման և ուղղման համար անհրաժեշտ պայմանների ապահովում,Դատապարտյալների զբաղվածության և իրավունքների պաշտպանություն,11004,Դեղորայքով ապահովում կալանավայրերում պահվող ազատազրկվածներին,Կենտրոնացված կարգով դեղորայքի ձեռք բերում ամբուլատոր¬պոլիկլինիկական և հոսպիտալային բուժօգնություն ստացողներին տրամադրելու նպատակով,Ծառայությունների մատուցում,23238220.9,14883387.8,70889.2
ՀՀ  արդարադատության նախարարություն,1120,Քրեակատարողական ծառայություններ,Դատապարտյալների պատժի կատարման և ուղղման համար անհրաժեշտ պայմանների ապահովում,Դատապարտյալների զբաղվածության և իրավունքների պաշտպանություն,11005,Իրավախախտում կատարած անձանց գեղագիտական դաստիարակության և կրթական ծրագրերի իրականացում,Քրեակատարողական հիմնարկներում գտնվող իրավախախտում կատարած անձանց գեղագիտական դաստիարակության և կրթության ծրագրերի իրականացում,Ծառայությունների մատուցում,23238220.9,14883387.8,34507.4
ՀՀ  արդարադատության նախարարություն,1120,Քրեակատարողական ծառայություններ,Դատապարտյալների պատժի կատարման և ուղղման համար անհրաժեշտ պայմանների ապահովում,Դատապարտյալների զբաղվածության և իրավունքների պաշտպանություն,11007,Արդարադատության նախարարության քրեակատարողական հիմնարկում պահվող կալանավորված անձանց և դատապարտյալներին պատշաճ բժշկական օգնություն և սպասարկամն ծառայություններ,Արդարադատության նախարարության քրեակատարողական հիմնարկում պահվող կալանավորված անձանց և դատապարտյալների առողջության պահպանում և վերականգնում,Ծառայությունների մատուցում,23238220.9,14883387.8,676254.4
ՀՀ  արդարադատության նախարարություն,1120,Քրեակատարողական ծառայություններ,Դատապարտյալների պատժի կատարման և ուղղման համար անհրաժեշտ պայմանների ապահովում,Դատապարտյալների զբաղվածության և իրավունքների պաշտպանություն,31001,ՀՀ արդարադատության նախարարության պրոբացիայի ծառայության կարողությունների զարգացում և տեխնիկական հագեցվածության ապահովում,ՀՀ արդարադատության նախարարության  պրոբացիայի ծառայության համար վարչական և այլ  սարքավորումների ձեռք բերում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,23238220.9,14883387.8,110000.0
ՀՀ  արդարադատության նախարարություն,1120,Քրեակատարողական ծառայություններ,Դատապարտյալների պատժի կատարման և ուղղման համար անհրաժեշտ պայմանների ապահովում,Դատապարտյալների զբաղվածության և իրավունքների պաշտպանություն,31002,ՀՀ արդարադատության նախարարության քրեակատարողական  ծառայության կարողությունների զարգացում և տեխնիկական հագեցվածության ապահովում,ՀՀ արդարադատության նախարարության  քրեակատարողական ծառայության  աշխատանքային պայմանների բարելավման համար վարչական սարքավորումների ձեռք բերում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,23238220.9,14883387.8,268059.3
ՀՀ  արդարադատության նախարարություն,1120,Քրեակատարողական ծառայություններ,Դատապարտյալների պատժի կատարման և ուղղման համար անհրաժեշտ պայմանների ապահովում,Դատապարտյալների զբաղվածության և իրավունքների պաշտպանություն,31003,Քրեակատարողական հիմմնարկների շենքային պայմանների բարելավում,"Քրեակատարողական հիմնարկների շենքերի նորոգում, հիմնանորոգում, կառուցում և  նախագծանախահաշվային  փաստաթղթերի  ձեռքբերում",Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,23238220.9,14883387.8,86944.0
ՀՀ  արդարադատության նախարարություն,1120,Քրեակատարողական ծառայություններ,Դատապարտյալների պատժի կատարման և ուղղման համար անհրաժեշտ պայմանների ապահովում,Դատապարտյալների զբաղվածության և իրավունքների պաշտպանություն,31004,"Քրեակատարողական հիմնարկների օպտիմալացում, շենքային պայմանների բավարարում",Միջազգային չափանիշներին համապատասխան ազատությունից զրկված անձանց համար պատշաճ պայմանների ապահովման նպատակով12 քրեակատարողական հիմնարկների օպտիմալացում՛ ներառյալ որոշ հիմնարկների փակման միջոցով,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,23238220.9,14883387.8,1710000.0
ՀՀ  արդարադատության նախարարություն,1120,Քրեակատարողական ծառայություններ,Դատապարտյալների պատժի կատարման և ուղղման համար անհրաժեշտ պայմանների ապահովում,Դատապարտյալների զբաղվածության և իրավունքների պաշտպանություն,31005,Քրեակատարողական հիմնարկներում ազատությունից զրկված հաշմանդամություն ունեցող անձանց  պահման  մատչելի պայմանների ապահովում,"Քրեակատարողական հիմնարկներում պահվող հաշմանդամություն ունեցող անձանց համար մատչելի պայմանների ,համապատասխան հարմարանքների, տեղեկատվության ստացման և հաղորդման հնարավորությունն ապահովող տեխնիկական և աշխատակարգային լուծումների ապահովում",Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,23238220.9,14883387.8,52480.9
ՀՀ  արդարադատության նախարարություն,1123,Իրավական իրազեկում և տեղեկատվության ապահովում,Հանրության իրազեկվածության ապահովում,Իրավական տեղեկատվության մատչելիության և հանրության իրազեկվածության մակարդակի աճ,11001,"Հրատարակչական, տեղեկատվական և տպագրական ծառայություններ","ՀՀ-ում ընդունված և ստորագրված իրավական ակտերի պաշտոնական հրատարակման, պետական վկայականների և ձևաթղթերի տպագրման ծառայություններ",Ծառայությունների մատուցում,23238220.9,635596.4,375053.4
ՀՀ  արդարադատության նախարարություն,1123,Իրավական իրազեկում և տեղեկատվության ապահովում,Հանրության իրազեկվածության ապահովում,Իրավական տեղեկատվության մատչելիության և հանրության իրազեկվածության մակարդակի աճ,11002,Թարգմանչական ծառայություններ,"ՀՀ, ԵՏՄ, ԵՄ իրավական ակտերի, միջազգային պայմանագրերի, միջազգային համագործակցությանն առնչվող փաստաթղթերի, դատական ակտերի, ՄԻԵԴ վճիռների և հարակից փաստաթղթերի, պաշտոնական թարգմանությունների կատարում ու ժամանակին ներկայացում շահառու մարմիններին",Ծառայությունների մատուցում,23238220.9,635596.4,260543.0
ՀՀ  արդարադատության նախարարություն,1149,Արդարադատության համակարգի աշխատակիցների վերապատրաստում և հատուկ ուսուցում,Արդարադատության համակարգի աշխատակիցների աշխատանքի  արդյունավետության բարելավում,Արդարադատության համակարգի աշխատակիցների մասնագիտական գիտելիքների և կարողությունների բարելավում,11001,Հատուկ ծառայողների վերապատրաստում և հատուկ ուսուցում,Հատուկ ծառայողների վերապատրաստում և հատուկ ուսուցման կազմակերպում,Ծառայությունների մատուցում,23238220.9,479635.7,197652.0
ՀՀ  արդարադատության նախարարություն,1149,Արդարադատության համակարգի աշխատակիցների վերապատրաստում և հատուկ ուսուցում,Արդարադատության համակարգի աշխատակիցների աշխատանքի  արդյունավետության բարելավում,Արդարադատության համակարգի աշխատակիցների մասնագիտական գիտելիքների և կարողությունների բարելավում,11002,"Դատավորների, դատախազների, դատավորների ու դատախազների  թեկնածուների ցուցակում գտնվող անձանց, դատական ծառայողների, դատախազության աշխատակազմում ծառայողների, դատական կարգադրիչների վերապատրաստման և հատուկ ուսուցման ծառայություններ","Դատավորների, դատախազների, դատավորների ու դատախազների թեկնածուների ցուցակում գտնվող անձանց, դատական ծառայողների, դատախազության աշխատակազմում ծառայողների և դատական կարգադրիչների վերապատրաստման և հատուկ ուսուցման կազմակերպում",Ծառայությունների մատուցում,23238220.9,479635.7,237537.7
ՀՀ  արդարադատության նախարարություն,1149,Արդարադատության համակարգի աշխատակիցների վերապատրաստում և հատուկ ուսուցում,Արդարադատության համակարգի աշխատակիցների աշխատանքի  արդյունավետության բարելավում,Արդարադատության համակարգի աշխատակիցների մասնագիտական գիտելիքների և կարողությունների բարելավում,12001,Մասնագիտական վերապատրաստում անցնող ունկնդիրներին կրթաթոշակի տրամադրում,Դատավորների և դատախազների թեկնածությունների ցուցակում  ընդգրկվելու նպատակով անձանց վերապատրաստման  կրթաթոշակի տրամադրում,Տրանսֆերտների տրամադրում,23238220.9,479635.7,44446.0
ՀՀ  արդարադատության նախարարություն,1182,Հարկադիր կատարման ծառայություններ,Հարկադիր կատարման ենթակա ակտերի կատարման ապահովում,Հարկադիր կատարման ենթակա ակտերի կատարողական ընթացակարգերի զարգացում և  կատարման ապահովում,11001,Հարկադիր կատարման ենթակա ակտերի կատարումն ապահովող ծառայություններ,"Դատական ակտերի, կատարողական թերթերի, կատարողական մակագրության թերթերի և անբողոքարկելի վարչական ակտերի պահանջների կատարման ապահովում:",Ծառայությունների մատուցում,23238220.9,2858729.7,2818729.7
ՀՀ  արդարադատության նախարարություն,1182,Հարկադիր կատարման ծառայություններ,Հարկադիր կատարման ենթակա ակտերի կատարման ապահովում,Հարկադիր կատարման ենթակա ակտերի կատարողական ընթացակարգերի զարգացում և  կատարման ապահովում,31001,Հարկադիր կատարման ծառայության տեխնիկական հագեցվածության բարելավում,Հարկադիր կատարման ծառայության տեխնիկական հագեցվածության բարելավում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,23238220.9,2858729.7,40000.0
ՀՀ  արդարադատության նախարարություն,1228,"Հակակոռուպցիոն քաղաքականության մշակում,ծրագրերի համակարգում և մոնի?որինգի իրականացում",Հակակոռուպցիոն ինստիտուցիոնալ համակարգի վերափոխում և զարգացում` նաև ոլորտային կոռուպցիոն ռիսկերի վերհանման ու նվազեցման և էլեկտրոնային ժողովրդավարության գործիքների ներդրման միջոցով,"Կոռուպցիայի նվազեցում, հակակոռուպցիոն արդյունավետ ինստիտուցիոնալ համակարգի առկայություն",31001,Հակակոռուպցիոն կոմիտեի շենքային պայմանների ապահովում,Ժամանակակից իրավապահ մարմնի կարիքները սպասարկող շենքի կառուցում հաշվի առնելով Հակակոռուպցիոն կոմիտեի գործառութները,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,23238220.9,1500000.0,1000000.0
ՀՀ  արդարադատության նախարարություն,1228,"Հակակոռուպցիոն քաղաքականության մշակում,ծրագրերի համակարգում և մոնի?որինգի իրականացում",Հակակոռուպցիոն ինստիտուցիոնալ համակարգի վերափոխում և զարգացում` նաև ոլորտային կոռուպցիոն ռիսկերի վերհանման ու նվազեցման և էլեկտրոնային ժողովրդավարության գործիքների ներդրման միջոցով,"Կոռուպցիայի նվազեցում, հակակոռուպցիոն արդյունավետ ինստիտուցիոնալ համակարգի առկայություն",31002,Հակակոռուպցիոն դատարանի շենքային պայմանների ապահովում,Հակակոռուպցիոն դատարանի կարիքները սպասարկող նոր շենքի կառուցում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,23238220.9,1500000.0,500000.0
ՀՀ էկոնոմիկայի նախարարություն,1022,Գյուղատնտեսության խթանման ծրագիր,Գյուղատնտեսական մթերքի և դրանց վերամշակումից ստացվող սննդամթերքի ծավալների ավելացում,Գյուղատնտեսական մթերքների ծավալների ավելացում: Օգտագործվող վարելահողերի ավելացում: Պտուղբանջարեղենի և խաղողի վերամշակումից ստացված արտադրանքի ծավալների աճ,11001,Պետական աջակցություն Հայաստանի Հանրապետության խաղողագործության և գինեգործության ոլորտներում վարվող պետական քաղաքականության ու զարգացման ծրագրերի իրականացմանը,Աջակցություն Հայաստանի Հանրապետության  խաղողագործության և գինեգործության ոլորտներում վարվող պետական քաղաքականության ու զարգացման ծրագրերի իրականացմանը,Ծառայությունների մատուցում,42209755.8,12916088.5,237698.9
ՀՀ էկոնոմիկայի նախարարություն,1022,Գյուղատնտեսության խթանման ծրագիր,Գյուղատնտեսական մթերքի և դրանց վերամշակումից ստացվող սննդամթերքի ծավալների ավելացում,Գյուղատնտեսական մթերքների ծավալների ավելացում: Օգտագործվող վարելահողերի ավելացում: Պտուղբանջարեղենի և խաղողի վերամշակումից ստացված արտադրանքի ծավալների աճ,11002,Պետական աջակցություն Հայաստանի Հանրապետության գյուղատնտեսական ծրագրերի իրականացմանը,"Աջակցություն Հայաստանի Հանրապետության  բուսաբուծության խթանման, բույսերի պաշտպանության և անասնաբուժական ծրագրերի իրականացմանը",Ծառայությունների մատուցում,42209755.8,12916088.5,270423.9
ՀՀ էկոնոմիկայի նախարարություն,1022,Գյուղատնտեսության խթանման ծրագիր,Գյուղատնտեսական մթերքի և դրանց վերամշակումից ստացվող սննդամթերքի ծավալների ավելացում,Գյուղատնտեսական մթերքների ծավալների ավելացում: Օգտագործվող վարելահողերի ավելացում: Պտուղբանջարեղենի և խաղողի վերամշակումից ստացված արտադրանքի ծավալների աճ,12001,Գյուղատնտեսական վարկերի տոկոսադրույքների սուբսիդավորում,Գյուղատնտեսության ոլորտում տրամադրվող վարկերի տոկոսադրույքների սուբսիդավորում,Տրանսֆերտների տրամադրում,42209755.8,12916088.5,9800000.0
ՀՀ էկոնոմիկայի նախարարություն,1022,Գյուղատնտեսության խթանման ծրագիր,Գյուղատնտեսական մթերքի և դրանց վերամշակումից ստացվող սննդամթերքի ծավալների ավելացում,Գյուղատնտեսական մթերքների ծավալների ավելացում: Օգտագործվող վարելահողերի ավելացում: Պտուղբանջարեղենի և խաղողի վերամշակումից ստացված արտադրանքի ծավալների աճ,12004,Գյուղատնտեսական հումքի մթերումների (գնումների) նպատակով  տրամադրվող վարկերի տոկոսադրույքների սուբսիդավորում,"Պտուղբանջարեղենի, խաղողի, կաթի, շինշիլայի և գյուղատնտեսական կենդանիների մթերումների (գնումների) կազմակերպման նպատակով ընկերություններին մատչելի պայմաններով վարկերի տրամադրում",Տրանսֆերտների տրամադրում,42209755.8,12916088.5,2300000.0
ՀՀ էկոնոմիկայի նախարարություն,1022,Գյուղատնտեսության խթանման ծրագիր,Գյուղատնտեսական մթերքի և դրանց վերամշակումից ստացվող սննդամթերքի ծավալների ավելացում,Գյուղատնտեսական մթերքների ծավալների ավելացում: Օգտագործվող վարելահողերի ավելացում: Պտուղբանջարեղենի և խաղողի վերամշակումից ստացված արտադրանքի ծավալների աճ,12005,Գերմանիայի զարգացման վարկերի բանկի (KFW) հետ համատեղ գյուղատնտեսության ոլորտում ապահովագրական համակարգի ներդրման փորձնական ծրագրի իրականացման համար պետական աջակցություն,ՀՀ 6 մարզերի որոշ տարածաշրջանների գյուղատնտեսության ոլորտում տեսավարողներին ապահովագրավճարների մասնակի սուբսիդավորում,Տրանսֆերտների տրամադրում,42209755.8,12916088.5,307965.7
ՀՀ էկոնոմիկայի նախարարություն,1026,Սննդամթերքի լաբորատոր փորձաքննություններ,Սննդի անվտանգության և որակի բարելավում,Սննդի անվտանգության ապահովում,11001,Սննդամթերքի լաբորատոր փորձաքննություններ,ՀՀ-ում վաճառքում գտնվող սննդամթերքի անվտանգության ապահովում (նմուշների լաբորատոր փորձաքննություն՛ հավատարմագրված լաբորատորիանորի կողմից),Ծառայությունների մատուցում,42209755.8,70522.4,14697.4
ՀՀ էկոնոմիկայի նախարարություն,1026,Սննդամթերքի լաբորատոր փորձաքննություններ,Սննդի անվտանգության և որակի բարելավում,Սննդի անվտանգության ապահովում,11003,Կենդանական ծագման մթերքում մնացորդային նյութերի հսկողության մոնիթորինգ,Ձկան և մեղրի մեջ մնացորդային նյութերի հայտնաբերման նպատակով լաբորատոր փորձաքննությունների իրականացում,Ծառայությունների մատուցում,42209755.8,70522.4,55825.0
ՀՀ էկոնոմիկայի նախարարություն,1058,"Էկոնոմիկայի ոլորտում պետական քաղաքականության մշակում, ծրագրերի համակարգում և մոնիտորինգ",Էկոնոմիկայի  ոլորտում պետական արդյունավետ քաղաքականության մշակման և իրականացման ապահովում,Էկոնոմիկայի  ոլորտում իրականացվող ծրագրերի ազդեցության և արդյունավետության բարելավում,11001,"Էկոնոմիկայի  ոլորտում պետական քաղաքականության մշակում, ծրագրերի համակարգում և մոնիտորինգ","Քաղաքականության մշակման և դրա կատարման համակարգման, պետական ծրագրերի պլանավորման, մշակման, իրականացման և մոնիտորինգի (վերահսկման) ծառայություններ",Ծառայությունների մատուցում,42209755.8,2567891.1,2152890.8
ՀՀ էկոնոմիկայի նախարարություն,1058,"Էկոնոմիկայի ոլորտում պետական քաղաքականության մշակում, ծրագրերի համակարգում և մոնիտորինգ",Էկոնոմիկայի  ոլորտում պետական արդյունավետ քաղաքականության մշակման և իրականացման ապահովում,Էկոնոմիկայի  ոլորտում իրականացվող ծրագրերի ազդեցության և արդյունավետության բարելավում,11002,ԱՀԿ-ում և oտարերկրյա պետություններում ՀՀ առևտրային ներկայացուցիչների նպատակների և խնդիրների իրագործում,"ԱՀԿ-ում ՀՀ տնտեսական շահերի ներկայացում և պաշտպանություն, ՀՀ առևտրատնտեսական քաղաքականության զարգացմանը, արտահանումների խթանմանը և ներդրումների ներգրավմանն ուղղված գործունեություն արտերկրում",Ծառայությունների մատուցում,42209755.8,2567891.1,367606.5
ՀՀ էկոնոմիկայի նախարարություն,1058,"Էկոնոմիկայի ոլորտում պետական քաղաքականության մշակում, ծրագրերի համակարգում և մոնիտորինգ",Էկոնոմիկայի  ոլորտում պետական արդյունավետ քաղաքականության մշակման և իրականացման ապահովում,Էկոնոմիկայի  ոլորտում իրականացվող ծրագրերի ազդեցության և արդյունավետության բարելավում,11003,Տնտեսական հետազոտություններ և վերլուծություններ,"Ոլորտային, թեմատիկ հետազոտությունների, վերլուծությունների և գնահատումների իրականացման միջոցով արտահանման խթանման, գործարար և ներդրումային միջավայրի բարելավման հնարավորությունների ու խոչընդոտների բացահայտում",Ծառայությունների մատուցում,42209755.8,2567891.1,27360.0
ՀՀ էկոնոմիկայի նախարարություն,1058,"Էկոնոմիկայի ոլորտում պետական քաղաքականության մշակում, ծրագրերի համակարգում և մոնիտորինգ",Էկոնոմիկայի  ոլորտում պետական արդյունավետ քաղաքականության մշակման և իրականացման ապահովում,Էկոնոմիկայի  ոլորտում իրականացվող ծրագրերի ազդեցության և արդյունավետության բարելավում,31001,ՀՀ էկոնոմիկայի նախարարության տեխնիկական հագեցվածության բարելավում,ՀՀ էկոնոմիկայի նախարարության տեխնիկական հագեցվածության բարելավում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,42209755.8,2567891.1,20033.8
ՀՀ էկոնոմիկայի նախարարություն,1059,Բուսաբուծության խթանում և բույսերի պաշտպանություն,Հողագործությունից ստացվող արդյունքի բարելավում,Մշակաբույսերի միջին բերքատվության բարձրացում:ՀՀ գյուղատնտեսական նշանակության ողջ հողատարածքի համար կազմված ագրոքիմիական քարտեզներով ապահովվածություն: Հացահատիկի և հատիկաընդեղենի արտադրության ծավալների ավելացում:,11001,"Բուսասանիտարիայի  ծառայությունների, հողերի ագրոքիմիական հետազոտության և բերրիության բարձրացման միջոցառումների իրականացում",Հանրապետության գյուղատնտեսական նշանակության հողատեսքերում  բույսերի վնասակար  օրգանիզմների հայտնաբերման և ագրոքիմիական քարտեզների և պարարտացման կիրառման գիտականորեն հիմնավորված երաշխավորագրերի կազմման նպատակով դաշտային հետազոտությունների իրականացում,Ծառայությունների մատուցում,42209755.8,144334.0,47940.0
ՀՀ էկոնոմիկայի նախարարություն,1059,Բուսաբուծության խթանում և բույսերի պաշտպանություն,Հողագործությունից ստացվող արդյունքի բարելավում,Մշակաբույսերի միջին բերքատվության բարձրացում:ՀՀ գյուղատնտեսական նշանակության ողջ հողատարածքի համար կազմված ագրոքիմիական քարտեզներով ապահովվածություն: Հացահատիկի և հատիկաընդեղենի արտադրության ծավալների ավելացում:,11002,Բույսերի պաշտպանության միջոցառումներ,Մկնանման կրծողների և մորեխների  դեմ կենտրոնացված պայքարի միջոցառումներ,Ծառայությունների մատուցում,42209755.8,144334.0,20518.3
ՀՀ էկոնոմիկայի նախարարություն,1059,Բուսաբուծության խթանում և բույսերի պաշտպանություն,Հողագործությունից ստացվող արդյունքի բարելավում,Մշակաբույսերի միջին բերքատվության բարձրացում:ՀՀ գյուղատնտեսական նշանակության ողջ հողատարածքի համար կազմված ագրոքիմիական քարտեզներով ապահովվածություն: Հացահատիկի և հատիկաընդեղենի արտադրության ծավալների ավելացում:,11003,Սերմերի որակի ստուգում և պետական սորտափորձարկման միջոցառումներ,"Գյուղատնտեսության մեջ օգտագործվող սերմերի որակի լաբորատոր հետազոտությունների ծառայություններ, սելեկցիոն նվաճումների հայտերի փորձաքննություններ, բույսերի նոր սորտերի փորձարկումներ",Ծառայությունների մատուցում,42209755.8,144334.0,48065.7
ՀՀ էկոնոմիկայի նախարարություն,1059,Բուսաբուծության խթանում և բույսերի պաշտպանություն,Հողագործությունից ստացվող արդյունքի բարելավում,Մշակաբույսերի միջին բերքատվության բարձրացում:ՀՀ գյուղատնտեսական նշանակության ողջ հողատարածքի համար կազմված ագրոքիմիական քարտեզներով ապահովվածություն: Հացահատիկի և հատիկաընդեղենի արտադրության ծավալների ավելացում:,11005,Գյուղատնտեսական մշակաբույսերի և բույսերի պաշտպանության միջոցների լաբորատոր փորձաքննության միջոցառումներ,"Բույսերի կարանտինի, գյուղ մշակաբույսերի և բույսերի պաշտպանության միջոցների լաբորատոր փորձաքննությունների իրականացում",Ծառայությունների մատուցում,42209755.8,144334.0,27810.0
ՀՀ էկոնոմիկայի նախարարություն,1067,Ստանդարտների մշակում և հավատարմագրման համակարգի զարգացում,"Արտադրանքի, ծառայությունների և գործընթացների անվտանգության մակարդակի բարելավում, միջազգային ու տարածաշրջանային հավատարմագրման համակարգերին ինտեգրում",Առևտրում տեխնիկական խոչընդոտների վերացում և շուկայահանվող արտադրանքի ու մատուցվող ծառայությունների համապատասխանության գնահատման գործունեության արդյունքների նկատմամբ սպառողների վստահության բարձրացում,11001,Ստանդարտների մշակման ծառայություններ,"Արտադրանքի և ծառայությունների ազգային ստանդարտների մշակում, միջպետական, եվրոպական և միջազգային կազմակերպությունների հետ համագործակցություն, ստանդարտների ազգային ֆոնդի վարման և տեղեկատվական սպասարկման աշխատանքների իրականացում",Ծառայությունների մատուցում,42209755.8,1030803.4,14123.4
ՀՀ էկոնոմիկայի նախարարություն,1067,Ստանդարտների մշակում և հավատարմագրման համակարգի զարգացում,"Արտադրանքի, ծառայությունների և գործընթացների անվտանգության մակարդակի բարելավում, միջազգային ու տարածաշրջանային հավատարմագրման համակարգերին ինտեգրում",Առևտրում տեխնիկական խոչընդոտների վերացում և շուկայահանվող արտադրանքի ու մատուցվող ծառայությունների համապատասխանության գնահատման գործունեության արդյունքների նկատմամբ սպառողների վստահության բարձրացում,11002,Աջակցություն ՀՀ հավատարմագրման համակարգին,"Հավատարմագրման ծառայությունների մատուցում, հավատարմագրման համակարգի բարեփոխում, անձնակազմի ուսուցում, ազգային մարմնի կայքէջի և ռեեստրների սպասարկում, արդիականացում, ազգային մարմնի մասնակցություն աշխատաժողովներին, գագաթնաժողովներին, հանդիպումներին",Ծառայությունների մատուցում,42209755.8,1030803.4,16680.0
ՀՀ էկոնոմիկայի նախարարություն,1067,Ստանդարտների մշակում և հավատարմագրման համակարգի զարգացում,"Արտադրանքի, ծառայությունների և գործընթացների անվտանգության մակարդակի բարելավում, միջազգային ու տարածաշրջանային հավատարմագրման համակարգերին ինտեգրում",Առևտրում տեխնիկական խոչընդոտների վերացում և շուկայահանվող արտադրանքի ու մատուցվող ծառայությունների համապատասխանության գնահատման գործունեության արդյունքների նկատմամբ սպառողների վստահության բարձրացում,32001,ԵՄ աջակցությամբ իրականացվող դրամաշնորհային ծրագրի շրջանակներում որակի ենթակառուցվածքի համակարգի արդիականացում,"ՍՉԱՄ ՓԲԸ-ում տրամաչափարկման կարողությունների հիմնում, ՍՉԱՄ ՓԲԸ-ում փորձարկման կարողությունների ընդլայնում? նոր լաբորատոր սարքավորումների ձեռքբերում, լաբորատորիաների վերազինում, նոր լաբորատորիաների ստեղծում",Այլ պետական կազմակերպությունների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,42209755.8,1030803.4,1000000.0
ՀՀ էկոնոմիկայի նախարարություն,1086,Գյուղական ենթակառուցվածքների վերականգնում և զարգացում,Գյուղատնտեսության ոլորտի արդյունավետության աճ,Գյուղատնտեսական արտադրանքի ծավալների ավելացում,11001,Համաշխարհային բանկի աջակցությամբ իրականացվող Համայնքների գյուղատնտեսական ռեսուրսների կառավարման և մրցունակության երկրորդ ծրագրի համակարգում և ղեկավարում,ՀԲ-ի աջակցությամբ իրականացվող վարկային ծրագրի շրջանակներում համայնքներում գյուղատնտեսության զարգացում,Ծառայությունների մատուցում,42209755.8,2198953.5,390197.5
ՀՀ էկոնոմիկայի նախարարություն,1086,Գյուղական ենթակառուցվածքների վերականգնում և զարգացում,Գյուղատնտեսության ոլորտի արդյունավետության աճ,Գյուղատնտեսական արտադրանքի ծավալների ավելացում,11002,Վերակառուցման և զարգացման միջազգային բանկի աջակցությամբ իրականացվող «Գյուղատնտեսության ոլորտում քաղաքականության մոնիթորինգի և գնահատման կարողությունների զարգացման» դրամաշնորհային ծրագիր,Գյուղատնտեսության քաղաքականության փաստահենք վերլուծություն իրականացնելու համար ՀՀ գյուղատնտեսության նախարարության մոնիթորինգի և գնահատման կարողությունների ամրապնդում,Ծառայությունների մատուցում,42209755.8,2198953.5,242067.0
